clean_text,sentiment_num
barang ok oh iya refil isi ualangx bli d toko ap ya trima kasih,1
barang terima,1
respon kirim cepat banget paking rapi aman uda coba sukses gan,1
barang terima selamat kirim relatip singkatpokoknya siiip dah,1
baguuuuuuuuuuuuuuuuuusssssssss,1
terima kasih yaaaaa barang,1
respon cepat barang bagusss sesuai iklan,1
trimkasih sesui pesan mantap poll,1
makasih brng sdh trima dngn selamat,1
oke barang udah gan makasih ya gan,1
cakeeeeeeeeep next belanja dah,1
termiakasih gan barang cepet barang bagus,1
trim gan barang barang okhe daya dorong kencang udah coba,1
barang sdh nyampe tks cepat responnya coba,1
bagus gan pas cobain tangan sampe sobek kena tancap,1
thanks brang smpai dg,1
barang sesuai deskripsi kirim cepat,1
barang bagus tes respon cepat thank youuuuuuuuu,1
barang cepat datangnyabarangnya bagus dah coba tembak kencengthanks tokopediatambah sukses,1
cepat muas seauai gambar,1
biar bintang bicarathank,1
express banget dah pokoknyabarangnya mantapp,1
kualitas produk barang langsung tes nembak kaca pecah hehehe kirim layan,1
pesan cepat kirim barang sesuai deskripsi produk terimakasih,1
bagus mudah tugas,1
mantapsesuai deskripsi,1
terima kasih terima kasih,1
reksell prosespengiriman cepat,1
barang packing rapi barang sesuai transaksi,1
maksih barang peking yabg maksih allhamdulilillah,1
mantap biar bintang bicara,1
mantul puas bangt sore tf besok udh smpebarang sesuai pesan good job,1
barang mantaappppppcepat n work ittt,1
paku kuat barang asli sesuai dgn foto,1
superrrrrrrrrrrrrrrr,1
mantap gan sesuai gambar pesan,1
pas mantapppppppppppppppppp,1
fast respon fast delivery blm coba bagus gaknya,1
recommended seller,1
barang terima tks,1
barang ori sesuai dgn deskripsi,1
mantab nih barang sesuai judul foto dn deskripsi,1
produk sesuai fungsi thanks,1
respon cepat amp kirim standard sesuai pesan,1
respon jual cepat ramah barang bagus warna gk hitam tpi gk papa kualitas tetep ok,1
sesuai deskripsi,1
barang sesuai deskripsi respon jual kirim cepat barang coba,1
terima kasih respon cepat gan,1
fast respond cepat,1
zipp,1
kirim cepat coba sesuai ekpetasi terima kasih,1
puasbarang asli krisbowterimakasih,1
sesuai pesan kirim cepat packingnya aman terimakasih,1
thanksdah terima barang,1
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap,1
barang sdh sesuai dgn gambar trimksh,1
terima kasih barang,1
packing cepat barang sesuai pesan,1
brg baguss cepat,1
mantap gan cpt bgt kmrn trf skrng sampe pke jne reg,1
fast respon cepat kirim good seller,1
coba fungsi,1
kirim super cepat jam transfer jam barang terima barang sesuai deskripsi gambar terima kasih ya recommended seller,1
barang sesuai yg foto mantaps,1
brang ud smpai kondisi brang ok,1
recommended pokok,1
mantapppppppppp deh pokok recomen yg,1
respon cepat barang sesuai paket rapi aman thanks,1
barang bagus kendala kirim unit barang,1
bagus tp pakai jd kencangpadahal merek krisbow,1
barang udh nyampe sesuai pesan sayang ga make isi staples stationery yg no deskripsi tulis ukur isi staples nya,1
barang ok,1
produk mantap sesuai gambar tembak kuat moga awet tq,1
kenceng gan siiipp,1
isi staple gun sih bagus krn staple gun mollar yg beli toko yg ga bagus tembak,1
siip mantap barang terima respon cepat,1
barang sesuai pesan packing rapih mantapp,1
cepat terima kasih,1
bagus murah kualitas recomended,1
terima pakai,1
barang terima dg thx,1
barang bagus kualitas sesuai harga,1
fungsi sesuai harga moga awet,1
merk kenmaster tpp gpp yg pentg dipake,1
tembak kenceng jg mantap kangnuhun,1
terimakasih terima,1
alat meja kayu tembus fast respon,1
respon proses cepat,1
lihat bintang aja dahhhhh,1
barang cacat gak sblum kirim coba,-1
moga kerja bos,1
barang cacat bos,0
pesan udah produk sesuai deskripsi,1
mantappppppppppppppppppppp,1
biar bintang bicara,1
ok,1
barang terima,1
produk bagus murah sesuai foto,1
kirim cepat barang bagus coba ampmantapamp,1
matabgoodsesuai minta,1
d tes bagus lancar,1
mantabh gan recomend seller,1
thanks barang,1
terima bos packing bagus aman,1
paket sdh produk fungsi dgn,1
powernya banding yg sdh tp gpp emang harga beda yg cadang thanks,0
respon cepatkwalitas sesuai deskripsi,1
barang sesuai pesan kirim cepat,1
fast response barang sesuai pesan,1
barang sesuai pesan,1
produk okaysesuai deskripsi fungsi baikmudahan awet,1
mantap gan packing rapih barang recommend respon cepat,1
sip,1
naiis tp suka jam kadang udah capek pencet keras,1
rekomendasi yg neng belanja,1
produk sesuai yg pict,1
mantap bosss sesuai deskripsi recomended saller,1
respon kirim cepatcm kurir lmbt packing aman rapi barang sesuai gambar fungsi terima kasihrecommended seller,1
terima kasih gan ya barang selamat,1
ok fungsi dngn,0
respon kirim cepat,1
barang terima barang oke banget,1
nampak fisik kualitas smoga awet,1
makasih gan sesuai ekspektasi coba barang fungsi dg recommended seller,1
kecewa dipakey isiya kluar buah papan nggak nempel,-1
keceh gan muas terimakasih,1
goooooodddddddddddddddd,1
makassi,1
sesuai deskripsiok,1
rekomended seller barang sesuai pesan,1
sip,1
sesuai deskripsikualitas baikprofesional seller,1
mantab moga sukses,1
kirim mantaaap,1
produk ok kirim cepat tp produk penyok,1
barang bagustop dech,1
tang,1
mantap stapler gun nya,1
barang bagus paking rapi thanks,1
gan terimakasih,1
serahkn bintang y bicara barang sesui amp cepat datang,1
barang terima kondisi kirim cepat,1
makasihhbarang sesuai deskripsi,1
sesuai pesananpacking rapi fast respon fast delivery,1
packing rapi aman fast respon,1
fast responpokok e siiiip,1
barang sesuai deskripsi bagus thanks,1
barang sesuai pesan lancar siiip,1
barang sesuai pesananbelum coba moga sesuai yg janji sajapelayanan cepat memuaskansalut,1
produk terima sesuai deskripsi produk layan ramah mudah harga sahabat beli grosir ndak segan segan customer promo,1
bagusampsangat sesuai terima kasih ya,1
barang sesuai skripsi bagus packing aman,1
barang memuaaskan kali beli,0
barang sesuai pesan,1
respon cepat profesional sip dah,1
fast response pesan kirim besok udah sampe hebat produk terima pakai mantav belanja pokok recomended seller deh,1
percaya mutu bagus layan bagus,1
barang terima baikpengiriman nya fast respon,1
produk didelivary sesuai tawar,1
barang diterimatrims,1
mantap,1
terima kasih bantu gan,1
thank gan respon cepat barang cepat minggu dpan ngorder ya gan stok bnyak,1
muas cepat sampai barang sesuai pesan kurir ongkirnya beda nggak refund,1
barang nya bagustq yach layan nya,1
barang sdh terimasangat muas,1
terima kasih barang pesan terima dgn kualitas akurasi produk sesuai harapanpesanan weldone,1
terimakasih barang terima,1
barang terimaterimakasih layan,1
barang sesuai harap terimakasih,1
barang sesuai pesan respon jual cepat packing aman,1
top markotop kualitas mantul,1
fungsional kemas rapipengiriman cepat bintang indah jaya tool moga sukses,1
siippp cepat sesuai deskripsi recomrnded seller,1
mantapbp bro,1
tap mantap bintang yg,1
produk real pic kualitas bagus,1
barang terima gambar deskripsi terima kasih,1
sesuai deskripsifast response yg bantu,1
barang sesuai packing oke,1
terima kasih tokopedia pesan terima thanks,1
barang bagus pasang barner,1
barang sesuai pesan original millar kirim cepat recommended seller,1
barang bagus sesuai deskripsi penjualthx gan,1
proaes kilat aesuai yg harap barang bagus segel recomended seller,1
barang terima sesuai deskripsi,1
barang murah bagus pakai dekorasi pelamin gedung,1
bodi kokoh fungsi harga bagus,1
bagus barabg sesuai harga,1
kwalitas bagus br in,1
well built besi tebal awet,1
recommendedsukses toko kak,1
cepat mantaaaap,1
trims gan barang sdh,1
barang packing bagus rapipengiriman cepat jual ramah banget barang mantappppp moga awet fungsi recomended seller y,1
produk sesuai spek kirim super cepat recom seller,1
udah coba bagus moga awet,1
selamat tuju trimakasih,1
sesuai den skripsi,1
mode narrow crown brad nail no work peluru nya gak gimana,1
barang terima proses cepat packing rapi moga manfaat,1
terimakasih layan,1
bagusmantap recomend,1
barang bagus kirim pakai pos,-1
fungsi sesuai harap harga gin muas fast respon fast delivery jne pdhal cman pket oke nympe hrian bpp sukses juragan,1
mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul mantul,1
oke terimakasih,1
barang bagus rekomended utk yg,1
bagus brfungsi dgn,1
barang bagus sesuai ekspektasi,1
mantab sesuai pesan respon seller cepat makasih gan,1
terimakasih barang mudah mudah awet,1
produk sesuai spek kirim super cepat jual reaponsif pelayananya sgt recom seller,1
bintang aja yg bicara tooop dah,1
kereeeen abiiss rekomended,1
barang sesuai gambar kualitas bagus,1
mantap sesuai pesan,1
istimewa barang ok trims gan,1
jossssssssss,1
kirim cepat barang sesuai deskripsi recommended seller,1
barang blm test tp liat sih ok respon cepat packing ok kirim jg ok heavy thx,1
barang sesuai ekspektasi,1
trims gan paket terima,1
responsiflangsung proses amp kirim ga pake lamavery recommended seller,1
barang bagus cepet nyampe,1
coba sih top markotopsmga awet,1
produk sesuai ulas bintang s,1
produk sesuai deskripsi tp keras ya krn btw harga saing thanks,1
barang sesuai deskripsi harga sahabat respon mantap kirim cepat recomended,1
dr tik nya kali ya lambat ngirim nya,1
produk mantap sesuai harga beli isi kalo offline ukur ya,1
makasih bos order,1
mantab baang terima terimakasih om,1
barang sesuai pesan cepat,1
barang sdh trima pusing cari,0
ok,1
barang bagus sesuai pesan,1
terima kasih kirim,1
terimakasih sesuai sen,1
respon cepat,1
makasih brg sdh terima,1
bagus mantab suka,1
barang bagus sesuai pesan,1
fast responcost sampaisesuai pesan,1
barang terima sesuai pesan harga gin udah puas banget,1
mantap selamat kirim,1
barang sesuai dgn pesan dgn sempurna,1
mantap sesuai dgn pesan,1
good brng bagus paking rapi,1
produk bagus tinggal beli isi staples aja,1
mantap uji coba moga awet,1
sempeg cek,1
nuhun barangsudah terima,1
barang ok kualitas,1
terima kasih pesan terima,1
good gan thanks brg terima dgn smoga awet,1
pesan cocok barang bagus,1
produk sesuai expectasi so far so good thx seller mudah mudah awet tahan,1
terima terima kasih,1
best best best best best,1
layan cepat n barang oke,1
blm dcoba tp bhn bgsskemas rapi aman siiiiilap,1
lumayan murah riah lamban dikit ra poponembaknya,1
sesuai gan terima kasih yaa,1
barang sesuai pesan kirim cepat tx,1
sesuai harap makasih gan,1
ok ok ok,1
ok kirim,1
produk sesuai deskripsi kirim jg cepat,1
bagus cepat kirimanya,1
cepat kirim,1
barang bagus paking rapih kurir wahana ok bgt super cepet,1
barang kualitas,1
hasil staples rapat bidang produk cacathadeeuh,-1
terima kasih,1
bagus muas packing bagus cepat,1
mantap kirim ok cepat recomended,1
kirim cepat lumayan,1
bom coba moga oke barang,1
barang bagus respon bagus gak manual ya gan sdh sy cb utk paku tipe brad nail pasang gmn sy cb selipin pinggir aja fungsi tp gak dikeluarin lg sisa sy tembakin sampe abis aja hatur nuhun,0
lumayan dipakaimudah mudah awet,1
pesan sampaiiiiii terimakasih,1
barang bagus sesuai pesan cpt,1
harga gin bagussudah coba lancar,1
produk okrespon cepat,1
barang sdh terima dgn terima kasih seller,1
barang bagus kereen,1
pesan cepat,1
keren barang,1
barang sesuai pesan kualitas sesuai harga paket kardus penyok terima pakai kardus yg tebal,1
barang sdh terima amp barang okay,1
respon seller oke barang jg oke kirim cepet bgt hari smpe pdhl ga oke yg express makasih yah,1
packing rapi recommended seller,1
ok,1
barang sesuai harap mantab,1
mantap kualitas bos harga anak kost terimakasih,1
proses cepat barang selamat muas ciamik,1
siiiiiiiiiiiiiiiiiiiiiiiiiiiiipzz,1
barang dah nyampai coba bagus ok makasih gan,1
kirim barang cepat,1
barang sampe sesuai gambar quality sesuai harga haturnuhun,0
barang sesuai prediksi pesan alhamdulillah sesuai gambar good job,1
sukaaaaa pas ken ganti cover kursi alat kerennnn deh recommended seller,1
barang udah sampe boss sesuai kualitas harga hehe,1
terima kasih brgnya sdh sampaicepet layan sore transfer malam kirim esok sore dah nyampe brgnya,1
barang pesan pagi sore barabg sesuai gambar mudah mudah awet tanx ya,1
fungsi terima kasih,1
trims toped barang bagus oklah sip,1
barang standart n aja good,-1
udah sampe selamat thanks gan,1
mantap barang sesuai harga ad rupa harga pngiriman cpt respon mantap,1
respon cepat barang sesuai pesananthanks good,1
serba cepatrekomen banget tokonyapadahal d tentu bayar dr jam kirim besoktp langsung d kirim via gojek jugatq yaterbantu banget belanja disinigk kerja yg tunda,1
cakep dah barang sesuai pesan tanks gan,1
mantep ganthank u,1
barang terima sesuai pesan recommended seller thank,1
ok fast response brg sesuai thanks,1
okno problem sesuai harga tx,1
barang nya bagus harga jangkau fast responthx,1
mantaaaaaaaabbbbbbbbbb,1
barang bagus sesuai gambar,1
produk mudahn baguspelayanan fast responramah rekomen pokok,1
sesuai pesan pakai gun tacker,1
pesan trims,1
barang sudh sesuai yg harap,1
produk bagus sesuai gambar kirim bagus puas,1
barang terima kualitas lumayan bagus terima kasih,1
produk sesuai pesan qualitasnya bagus packingnya rapih pakai buble wrap muas,1
produk joss kirim cepat sampai,1
packing rapi kirim cepat terimakasih,1
kualitas barang sesuai dekripsi,1
mantap,1
barang rusakkecewa berat,-1
barang bagus sesuai deskripsithanks gan,1
bos pakitan darat selamatini yg maurapi bersih kuat tahan bantingbiarkan bintang yg bicaraterimakasih boskutukar saadanyasemoga berkahamin,1
dicobabarang berqualitasrespon jual cepat,1
fast response barang dah d terima thanks,1
kemas baikbarang sesuai pesanansemoga awet,1
barang bagus pakai paku i jg tp sayang isi ndak masuksalah beli p roduk,1
mantabb fast delivery good product barang sesuai yg pes sukses lapak juragan trims,1
barang ok sesuai dg gambarpacking rapi tangan beli utuh,1
mantap,1
harga murah smoga aj awet mantap,1
thanks gan barang sesuai,1
paket terima terima kasih,1
good job tingkatin lg deh biar lbh puas lg,1
barang bgussshargaa bersahabatttthnya kirim aja sangattt lamasukses gan,1
mantap barang sesuai pesan,1
barang yg terima sesuai deskripsi yg tawar packingnya jg rapih,1
packing rapih safety with buble wrap produk sesuai deskripsi respons cepat recomended seller and produk thanks samudera baut teknik,1
kokoh banget kaya termsuk murah,1
barang bom coba terima kasih,1
barang sesuai deskripsi kirim cepat hrga jangkau recomended,1
barang terima dgn selamat y,0
barang sesuai pesan,1
barang terima sesuai dgn pesan redpon cepat,1
ok coba lumayan sesuai harga tks,1
sesuai sih fungsi,1
andai beli dus harga mantap tuh hehee,1
top seller puas dengam toko tokopedia,1
barang sesuai deskripsi jual respon kirim barang cepat terima kasih moga sukses gan,1
barang sesuai deskripsi jual respon kirim barang cepat terima kasih moga sukses gan,1
pas cocok barang sesuai contoh spesifikasi,1
baguuuuuuuuuuuuuuuuuuus,1
barang pesan mantulmantap,1
sesuai deskripsi coba moga sesuai harap,1
sesuai deskripsi produk fungsi dg kirim cpat thx,1
mantap gan barang cepat pengirimanx,1
trimakasih kerjasamanya barang sesuai dgn moga fungsi dgn salam diy,1
isi bagus bawah staples gun tackler,1
jamin top nih toko,1
muantab sesuai sen,1
sesuai deskripsi amp gambar proses cepat rekomended,1
respon cepat seauai gambar trims,1
sesuai deskripsi mudah awet paking bagus,1
sesuai harga tembak tekan keras,0
sesuai gambar puas paking ya,1
nyampaiterima kasih,1
terimakasih barang sesuai gambar,1
produk fungsi,1
blm dicobakeliatannya bagustks ya,1
goodfast responthx gan,1
coba bagus aneka bonus staple nya moga awet,1
terimakasiiihh udah nyampek sesuai pesan,1
memuaskantp kayu yg kras gk bsa msk smua kyak kayu jati n tnaga yg d keluar hrus extra,1
sesuai dgn deskripsi foto cocok yg ajar rekomendasi toko rumah baju belanja komitmen dgn bicara dichat bayar barang langsung proses kirim kirim pos indonesia sesuai kirim yg pilih sy puas layan,1
respon cepat kirim cepat barang ssuai deskripsi,1
bagus sih cuman gak paku test gak tau bagus gak,1
produk sesuai deskripsi packing aman kirim cepat highly recommended seller,1
barang asli mantab fungsi sukses ya gan,1
mantap barang sesuai deskripsi,1
baguss alat berani beli d toko,1
paket dah gan makas ya,1
kirim barang sesuai deskripsi trimakasih,1
barang sesuai abal kartu garansi barang segel,1
pesan bos kualitas produk sesuai dgn harga ukur paku ml tendang kencang tks,0
kirim cepat top markotop dahhhhhhhh,1
mantap recomended seller,1
mantap cuman listrik rumah ga kuat,1
mantab joos kendala jg cepat packingnya aman kemas produk mulus top pkoknya sukses,1
top bgt mantaps,1
cepat packing aman trima kasih,1
sesuai pesan segel dus sdh coba fungsi dg,1
barang sesuai kirim,1
barang bagus respond cepat,1
product sesuai gambar deskripsi mantap,1
mantap mantap mantap mantap,1
kirim cpt bgt barang bagus recomended sesuai deskripsi,1
barang sesuai pesan lgsg coba recommended seller,1
mantapppppppppppppppppppppppppppppppppppppppppppppppppppppppp,1
sesuai dgn yg gambar tanks gan,1
barang sesuai deskripsi,1
terima barang nya tks,1
barang nya terimakasih,1
oke,1
barang sdh,1
steples seller cepat respon thanks,1
barang bagus sesuai gambar buka barang sampai kira jumat packaging rapi gak sih kalo hardware kayak gin,1
